key,text,tag,translated
sounds_voice_volume,Voice volume,sounds_voice_volume,音量
sounds_voice_volume_desc,Change voice volume,sounds_voice_volume_desc,改变音量
sounds_orgasm_volume,Orgasm volume,sounds_orgasm_volume,高潮音量
sounds_orgasm_volume_desc,Change orgasm volume,sounds_orgasm_volume_desc,改变高潮音量
sounds_animal_on_animal_volume,Animal on animal volume modifier,sounds_animal_on_animal_volume,动物体积修改器
sounds_animal_on_animal_volume_desc,Additional volume modifier for Animal on animal sex,sounds_animal_on_animal_volume_desc,动物性别附加体积修改器
cum_filth,Enable cum filth,cum_filth,启用累积污物
cum_filth_desc,"Enables cum filth after sex. Note that disabling this will make the game easier, because of the lack of filth and need for cleaning.",cum_filth_desc,在性别之后启用精液污物。请注意，禁用此选项将使游戏变得更容易，因为缺少污物和需要清洁。
RPG_hero_control_name,Hero mode,RPG_hero_control_name,英雄模式
RPG_hero_control_desc,Player can set 1 pawn as a player character and have direct unconditional control,RPG_hero_control_desc,玩家可以将 1 个 pawn 设置为玩家角色，并拥有直接的、无条件的控制权。
RPG_hero_control_HC_name,Hero mode (HC),RPG_hero_control_HC_name,英雄模式 (HC)
RPG_hero_control_HC_desc,"HARDCORE: Player can only control hero, get some lube, you'll need a lot of it.\n(intended for multiplayer)",RPG_hero_control_HC_desc,硬核: 玩家只能控制英雄，获得一些润滑油，你需要很多。\ n (多人游戏专用)
RPG_hero_control_Ironman_name,Hero mode (Ironman),RPG_hero_control_Ironman_name,英雄模式 (铁人)
RPG_hero_control_Ironman_desc,HARDCORE: Player can set hero only once,RPG_hero_control_Ironman_desc,硬核: 玩家只能设置一次英雄
UseAdvancedAgeScaling,Advanced age scaling,UseAdvancedAgeScaling,衰老
UseAdvancedAgeScaling_desc,Use different age scaling for non human races (long or short lifespans),UseAdvancedAgeScaling_desc,对非人种 (寿命长短) 使用不同的年龄乘数
designated_freewill,Designated pawn freewill,designated_freewill,指定遗骸
designated_freewill_desc,Pawn designated for comfort or mating can initiate sex.,designated_freewill_desc,为舒适或配合而指定的 Pawn 可以开始性爱。
rape_enabled,Enable rape,rape_enabled,启用强奸
rape_enabled_desc,"See what you like? Take it by force, you can make a hat out of it later.",rape_enabled_desc,你喜欢什么？用武力拿走它，你可以在以后用它做一顶帽子。
PrisonersBeating,Spank me daddy!,PrisonersBeating,打我爸爸屁股!
PrisonersBeating_desc,Beat the hell out of victims while raping them.,PrisonersBeating_desc,强奸受害者时将其殴打致死。
GentlePrisonersBeating,"Senpai! Please, be gentle!",GentlePrisonersBeating,森派!求求你了，温柔点!
GentlePrisonersBeating_desc,Reduce beating damage to ~0-1.,GentlePrisonersBeating_desc,击打伤害降低至 ~ 0-1。
rape_stripping,Strip victims,rape_stripping,剥光受害者的衣服
rape_stripping_desc,"Strip rape victims (Non comfort rape - bestiality, enemies, etc. will strip victims)",rape_stripping_desc,剥光强奸受害者 (非安慰强奸 -- 兽行、敌人等都会剥光受害者)
ColonistCanCP,Enable comfort rape by colonists,ColonistCanCP,允许殖民者舒适强奸
ColonistCanCP_desc,Colonists are allowed to rape comfort pawns.,ColonistCanCP_desc,殖民者被允许强奸安慰的 pawns。
VisitorsCanCP,Enable comfort rape by visitors,VisitorsCanCP,允许访客舒适强奸
VisitorsCanCP_desc,Visitors are allowed to rape comfort pawns.,VisitorsCanCP_desc,游客可以强奸安慰兽。
AnimalsCanCP,Enable comfort rape by animals,AnimalsCanCP,允许动物舒适强奸
AnimalsCanCP_desc,Animals are allowed to rape comfort pawns. Requires zoophilia to be enabled.,AnimalsCanCP_desc,动物被允许强奸安慰的 pawns。需要启用 zoopossessive。
NonFutaWomenRaping_MaxVulnerability,Girls go rapin' (%),NonFutaWomenRaping_MaxVulnerability,女孩们会去强奸 (%)
NonFutaWomenRaping_MaxVulnerability_desc,"Only women with vulnerability lower than this will ever rape others. \nAnimals vulnerability is always 100%. \nTo check 'vulnerability' status, go to 'view information about this object' > stats.\n\nValid range: 0 - 300%",NonFutaWomenRaping_MaxVulnerability_desc,只有脆弱程度低于此的女性才会强奸他人。\ N 动物漏洞始终为 100%。\ N 要检查 “漏洞” 状态，请转到 “查看有关此对象的信息”> 统计信息。\ n 有效范围: 0-300%
Rapee_MinVulnerability_human,'To-be raped' vulnerability (%),Rapee_MinVulnerability_human,“待强奸” 漏洞 (%)
Rapee_MinVulnerability_human_desc,"Human pawns with vulnerability higher than this will be raping targets. \nTo check 'vulnerability' status, go to 'view information about this object' > stats.\n\nValid range: 0 - 300%",Rapee_MinVulnerability_human_desc,脆弱程度高于此的人类 pawns 将会成为强奸的目标。\ N 要检查 “漏洞” 状态，请转到 “查看有关此对象的信息”> 统计信息。\ n 有效范围: 0-300%
Rapee_MinVulnerability_animals,Animals' to-be-raped vulnerability (%),Rapee_MinVulnerability_animals,动物待强奸的脆弱程度 (%)
Rapee_MinVulnerability_animals_desc,"Animals with vulnerability higher than this will be raping targets for zoophiles. \nTo check 'vulnerability' status, go to 'view information about this object' > stats.\n\nValid range: 0 - 300%",Rapee_MinVulnerability_animals_desc,脆弱程度高于此数值的动物将会成为亲动物的强奸目标。\ N 要检查 “漏洞” 状态，请转到 “查看有关此对象的信息”> 统计信息。\ n 有效范围: 0-300%
RJWSettingsFour,RimJobWorld - Casual Sex Settings,RJWSettingsFour,RimJobWorld-随意的性别设置
SettingHookupsEnabled,Enable hookups (overall),SettingHookupsEnabled,启用连接 (总体)
SettingHookupsEnabled_desc,Controls whether single pawns can have casual sex with other single pawns,SettingHookupsEnabled_desc,控制独爪兽是否可以和其他独爪兽进行随意的性关系
SettingQuickHookupsEnabled,Enable quickies.,SettingQuickHookupsEnabled,启用速射。
SettingQuickHookupsEnabled_desc,Controls whether single pawns can have casual quick sex with other single pawns\nWarning: This can interrupt working pawns.,SettingQuickHookupsEnabled_desc,控制独爪兽是否能与其他独爪兽随意纵欲 \ n 警告: 这会中断正在工作的独爪兽。
SettingNoHookupsDuringWorkHours,Disable hookups during work hours,SettingNoHookupsDuringWorkHours,在工作时间禁用连接
SettingNoHookupsDuringWorkHours_desc,Controls whether pawns can seek casual sex during work hours.\nNymphomaniacs ignore this.,SettingNoHookupsDuringWorkHours_desc,控制 pawns 是否能在工作时间寻求随意的性爱，\ n 注意忽略这一点。
SettingColonistsCanHookup,Colonists can hookup,SettingColonistsCanHookup,殖民者可以勾搭
SettingColonistsCanHookup_desc,Controls whether colonists are allowed to look for casual sex.,SettingColonistsCanHookup_desc,控制是否允许殖民者寻找偶然的性别。
SettingColonistsCanHookupWithVisitor,Colonists can hookup with visitors,SettingColonistsCanHookupWithVisitor,殖民者可以与访客建立关系
SettingColonistsCanHookupWithVisitor_desc,Controls whether pawns can have casual sex with visitors to the colony.,SettingColonistsCanHookupWithVisitor_desc,控制 pawns 是否可以与殖民地的访客进行随意的性爱。
SettingCanHookupWithPrisoner,Non-prisoners can hookup with prisoners,SettingCanHookupWithPrisoner,非囚犯可以与囚犯勾搭
SettingCanHookupWithPrisoner_desc,Controls whether non-prisoner pawns can look for consensual sex with prisoners.\nThis is unaffected by the Comfort Prisoner designation and is considered consensual by both parties.,SettingCanHookupWithPrisoner_desc,控制非囚犯的 pawns 是否可以寻找与囚犯的自愿性行为。\ n 这与舒适的囚犯头衔无关，且被双方视为自愿。
SettingVisitorsCanHookupWithColonists,Visitors can hookup with colonists,SettingVisitorsCanHookupWithColonists,游客可以接触殖民者
SettingVisitorsCanHookupWithColonists_desc,Controls whether visiting pawns include colonists as potential partners for casual sex.,SettingVisitorsCanHookupWithColonists_desc,控制来访的殖民者是否包括作为随意性行为的潜在伴侣。
SettingVisitorsCanHookupWithVisitors,Visitors can hookup with other visitors,SettingVisitorsCanHookupWithVisitors,访客可以加入
SettingVisitorsCanHookupWithVisitors_desc,Controls whether visiting pawns include other visitors as potential partners for casual sex.,SettingVisitorsCanHookupWithVisitors_desc,控制来访的 pawns 是否包括其他作为性伴侣的访客。
SettingPrisonersCanHookupWithNonPrisoner,Prisoners can hookup with colonists,SettingPrisonersCanHookupWithNonPrisoner,囚犯可以和殖民者约会
SettingPrisonersCanHookupWithNonPrisoner_desc,"Controls whether prisoners include non-prisoners as potential partners for casual sex.\nPawns, including prisoners, can only have sex with someone they can reach, so if the prisoner can't leave their cell this is moot.",SettingPrisonersCanHookupWithNonPrisoner_desc,控制囚犯是否将非囚犯作为随意性行为的潜在伴侣。 \ N 包括囚犯在内的 pawns 只能与他们能接触到的人发生性关系，所以如果囚犯不能离开他们的牢房，这就没有意义了。
SettingPrisonersCanHookupWithPrisoner,Prisoners can hookup with prisoners,SettingPrisonersCanHookupWithPrisoner,囚犯可以与囚犯勾搭
SettingPrisonersCanHookupWithPrisoner_desc,"Controls whether prisoners include other prisoners as potential partners for casual sex.\nPawns, including prisoners, can only have sex with someone they can reach, so if the prisoner can't leave their cell this is moot.",SettingPrisonersCanHookupWithPrisoner_desc,控制囚犯是否将其他囚犯作为随意性行为的潜在伴侣。 \ N 包括囚犯在内的 pawns 只能与他们能接触到的人发生性关系，所以如果囚犯不能离开他们的牢房，这就没有意义了。
SettingNymphosCanPickAnyone,Nymphos can pick anyone,SettingNymphosCanPickAnyone,尼姆派教徒可以选择任何人
SettingNymphosCanPickAnyone_desc,Controls whether nymphomaniac ('Hypersexual' trait) pawns will pick anyone available.\nThey still obey the cheating and homewrecking settings below.,SettingNymphosCanPickAnyone_desc,控制是否选择任何殖民者。\ n 他们仍然服从下面的作弊和自毁设置。
SettingNymphosCanCheat,Nymphos can cheat,SettingNymphosCanCheat,尼虫可以作弊
SettingNymphosCanCheat_desc,Controls whether nymphomaniac ('Hypersexual' trait) pawns can cheat if they're sexually frustrated.,SettingNymphosCanCheat_desc,控制慕男狂 (“性情暴躁”) 的 pawns 在性方面感到沮丧时是否会出轨。
SettingNymphosCanHomewreck,Nymphos can homewreck,SettingNymphosCanHomewreck,尼姆猪可能会回家
SettingNymphosCanHomewreck_desc,Controls whether nymphomaniac ('Hypersexual' trait) pawns will bang people who already have partners.,SettingNymphosCanHomewreck_desc,控制慕男狂 (“超凡狂人” 特性) 的 pawns 是否会对已经有性伴侣的人实施攻击。
SettingNymphosCanHomewreckReverse,Nymphos can homewreck(Reverse),SettingNymphosCanHomewreckReverse,尼姆猪会坠毁 (逆转)
SettingNymphosCanHomewreckReverse_desc,Controls whether nymphomaniac ('Hypersexual' trait) pawns will accept sex even if they have partner.,SettingNymphosCanHomewreckReverse_desc,控制慕男狂 (“超快” 特性) 的 pawns 是否会接受性行为，即使他们有伴侣。
SettingHookupChanceForNonNymphos,Hookup % chance per hour,SettingHookupChanceForNonNymphos,勾搭几率 %/时
SettingHookupChanceForNonNymphos_desc,The chance that a horny pawn will look for casual sex.\nOnly checked once per hour and only when the pawn finishes their current task. Default is 30%,SettingHookupChanceForNonNymphos_desc,角质的小卒寻找随意性别的几率。\ n 仅每小时检查一次，并且只在小卒完成当前任务时才进行。默认值是 30%
SettingMinimumFuckabilityToHookup,Hookup minimum fuckability,SettingMinimumFuckabilityToHookup,勾搭 (最低)
SettingMinimumFuckabilityToHookup_desc,Controls how attractive(RJW) both pawns must be other to consider a hookup.\n Default is 10%.,SettingMinimumFuckabilityToHookup_desc,控制两个 pawns 的吸引力 (RJW) 必须是其他的才能考虑勾搭。\ n 默认值是 10%。
SettingMinimumAttractivenessToHookup,Hookup minimum attractiveness,SettingMinimumAttractivenessToHookup,吸引力
SettingMinimumAttractivenessToHookup_desc,Controls how attractive(Rimworld) pawns to each other to consider a hookup.\n Default is 50%.\n Nymphomaniac > 0.,SettingMinimumAttractivenessToHookup_desc,控制 pawns 对彼此的吸引力 (Rimworld)，以考虑勾搭。\ n 默认值为 50%。\ n Nymphomaniac> 0。
SettingMinimumRelationshipToHookup,Hookup minimum opinion,SettingMinimumRelationshipToHookup,最低限度的意见
SettingMinimumRelationshipToHookup_desc,Controls minimum pawns opinion for each other to consider a hookup.\n Default is 20.\n Nymphomaniac > 0.,SettingMinimumRelationshipToHookup_desc,控制 pawns 对于彼此考虑勾搭的最低看法。\ n 默认值为 20。\ n Nymphomaniac> 0。
RJWDebugSettings,RimJobWorld - Debug,RJWDebugSettings,RimJobWorld-调试
submit_button_enabled,"Enable ""submit"" button on drafted pawns",submit_button_enabled,对被征召的殖民者启用 “提交” 按钮
submit_button_enabled_desc,"Submit button allows you to skip more deadly part and get right to more humiliating one. \nDisable this if honor comes before life for you. \nRemember, if you change your mind, it will always be here, waiting for you.",submit_button_enabled_desc,提交按钮可让您跳过更致命的部分，并获得更多的羞辱权。\ N 如果荣誉摆在你的生命之前，请禁用此选项。\ N 记住，如果你改变主意，它会永远在这里等着你。
RJW_designation_box,Show RJW designations,RJW_designation_box,显示 RJW 标记
RJW_designation_box_desc,Toggles showing RJW group of buttons in the pawn control GUI.,RJW_designation_box_desc,开关控制图形用户界面中显示 RJW 按钮组。
StackRjwParts_name,Rjw parts stacking,StackRjwParts_name,Rjw 零件堆叠
StackRjwParts_desc,Stack rjw parts in pawn health tab \n(Label x count),StackRjwParts_desc,在「健康」标签内堆叠 rjw 部件 \ n (Label x count)
maxDistanceCellsCasual_name,Sex distance(Cells),maxDistanceCellsCasual_name,性别距离 (细胞)
maxDistanceCellsCasual_desc,"Max distance in Cells AI willing to go to reach destination/target.\n\nFast distance check - ignores obstacles (e.g. walls, mountains).\nDefault 100 cells.",maxDistanceCellsCasual_desc,抵达目的地/目标所需的最大距离 (格数)。\ n 快速距离检查-忽略障碍物 (例如，墙、山)。\ n 默认值为 100 格。
maxDistanceCellsRape_name,Rape distance(Cells),maxDistanceCellsRape_name,强奸距离 (格)
maxDistanceCellsRape_desc,"Max distance in Cells AI willing to go to reach destination/target.\n\nFast distance check - ignores obstacles (e.g. walls, mountains).\nDefault 100 cells.",maxDistanceCellsRape_desc,抵达目的地/目标所需的最大距离 (格数)。\ n 快速距离检查-忽略障碍物 (例如，墙、山)。\ n 默认值为 100 格。
maxDistancePathCost_name,Sex distance(PawnPath),maxDistancePathCost_name,性别距离 (PawnPath)
maxDistancePathCost_desc,"Max distance AI pather considers in order to reach sex destination/target. Slow complex calculation affected by obstacles, pawn speed and ground modifiers.\nDefault 1000.\n0 - disable check.",maxDistancePathCost_desc,AI paster 考虑的最大距离，以达到性别目的地/目标。受障碍物，pawn 速度和地面修改器影响的缓慢复杂计算。\ n 默认值 1000。\ n0-禁用检查。
override_RJW_designation_checks_name,Override designation checks,override_RJW_designation_checks_name,覆盖指派检查
override_RJW_designation_checks_desc,Allows to set designations on all colonists ignoring conditions.\n YOU CHEATER,override_RJW_designation_checks_desc,允许为所有忽略条件的殖民者设置标记。\ n 你这个骗子
override_control,Direct control,override_control,直接控制
override_control_desc,Player can manually tell pawns to do sex related activities.\n YOU CHEATER,override_control_desc,玩家可以手动告诉 pawns 进行与性有关的活动。\ n 你是骗子
AddTrait_Rapist,Gain Rapist trait,AddTrait_Rapist,获得强奸特性
AddTrait_Rapist_desc,"Chance to gain rapist trait after 10 sex acts, >12% of which are rapes\n YOU CHEATER",AddTrait_Rapist_desc,在 10 次性行为后获得强奸特性的几率，> 12% 是强奸 \ n 你这个骗子
AddTrait_Masocist,Gain Masochist trait,AddTrait_Masocist,获得受虐狂特性
AddTrait_Masocist_desc,"Chance to gain masochist trait after being raped, 5% after feeling broken stage\n YOU CHEATER",AddTrait_Masocist_desc,在被强奸后获得受虐狂特性的几率，5% 在感觉崩溃后，阶段 \ n 你是骗子
AddTrait_Nymphomaniac,Gain Hypersexual trait,AddTrait_Nymphomaniac,获得性欲过度
AddTrait_Nymphomaniac_desc,"Chance to gain hypersexual trait after 10 sex acts, while under HumpShroom addiction\n YOU CHEATER",AddTrait_Nymphomaniac_desc,在 10 次性行为后成瘾时有几率获得纵欲 \ n 你是骗子
AddTrait_Necrophiliac,Gain Necrophiliac trait,AddTrait_Necrophiliac,获得死灵特性
AddTrait_Necrophiliac_desc,"Chance to gain necrophiliac trait after 10 sex acts, >50% of which with corpses\n YOU CHEATER",AddTrait_Necrophiliac_desc,在 10 次性行为后获得死灵特性的几率，> 50% 有尸体 \ n 你这个骗子
AddTrait_Nerves,Gain Nerves trait,AddTrait_Nerves,获得神经特性
AddTrait_Nerves_desc,Gain nerves trait after being raped\n YOU CHEATER,AddTrait_Nerves_desc,在被强奸后获得神经特性 \ n 作弊者
AddTrait_Zoophiliac,Gain Zoophiliac trait,AddTrait_Zoophiliac,获得亲兽特性
AddTrait_Zoophiliac_desc,"Chance to gain zoophiliac trait after 10 sex acts, >50% of which with animals\n YOU CHEATER",AddTrait_Zoophiliac_desc,在 10 次性行为后获得亲兽特性的几率，> 50% 有动物 \ n 你这个骗子
AddTrait_FootSlut,Gain FootSlut trait,AddTrait_FootSlut,获得脚踏者特性
AddTrait_FootSlut_desc,"Chance to gain footslut trait after 10 sex acts, when getting Footjob\n YOU CHEATER",AddTrait_FootSlut_desc,当你进行了 10 次性行为后，有机会获得足夫特性 \ n 你这个骗子
AddTrait_CumSlut,Gain CumSlut trait,AddTrait_CumSlut,获得粗鲁的特性
AddTrait_CumSlut_desc,"Chance to gain cumslut trait after 10 sex acts, when doing Fellatio\n YOU CHEATER",AddTrait_CumSlut_desc,在进行 10 次性行为后，当进行口交时，有机会获得多个 slut 种特性 \ n 你这个骗子
AddTrait_ButtSlut,Gain ButtSlut trait,AddTrait_ButtSlut,获得屁股女人的特性
AddTrait_ButtSlut_desc,"Chance to gain buttslut trait after 10 sex acts, when getting Anal\n YOU CHEATER",AddTrait_ButtSlut_desc,在进行了 10 次性行为后，当获得肛门时，获得屁股感觉特性的几率 \ n 你是个骗子
Allow_RMB_DeepTalk,RMB DeepTalk,Allow_RMB_DeepTalk,人民币深谈
Allow_RMB_DeepTalk_desc,Allows RMB-Social-DeepTalk interaction (+12 relations)\n YOU CHEATER,Allow_RMB_DeepTalk_desc,允许人民币-社交-深度交谈 (+ 12 个关系) \ n 你有骗子
Disable_bestiality_pregnancy_relations,Disable bestiality pregnancy relations,Disable_bestiality_pregnancy_relations,禁用兽性妊娠关系
Disable_bestiality_pregnancy_relations_desc,Disable relations(mother/father/siblings) from bestiality pregnancy.\n YOU CHEATER,Disable_bestiality_pregnancy_relations_desc,禁止家族成员 (母亲/父亲/兄弟姐妹) 怀孕。\ n 你是个骗子
Disable_egg_pregnancy_relations,Disable egg pregnancy relations,Disable_egg_pregnancy_relations,禁用卵子妊娠关系
Disable_egg_pregnancy_relations_desc,Disable relations(mother/father/siblings) from egg pregnancy.\n YOU CHEATER,Disable_egg_pregnancy_relations_desc,解除关系 (母亲/父亲/兄弟姐妹) 的卵怀孕。\ n 你是骗子
Disable_MeditationFocusDrain,Disable meditation focus drain,Disable_MeditationFocusDrain,禁用灵媒
Disable_MeditationFocusDrain_desc,"When pawns are frustrated, they don't lose focus.\n YOU CHEATER",Disable_MeditationFocusDrain_desc,当殖民者感到沮丧时，他们不会失去注意力。\ n 你是个骗子
Disable_RecreationDrain,Disable recreation drain,Disable_RecreationDrain,禁用娱乐耗散
Disable_RecreationDrain_desc,"When pawns have boring/bad sex due to traits/quirks, they don't lose recreation need.\n YOU CHEATER",Disable_RecreationDrain_desc,当 pawns 由于其特性/怪癖而导致无趣/糟糕的性爱时，他们不会失去娱乐需求。\ n 你这个骗子
ForbidKidnap,Forbid kidnap,ForbidKidnap,禁止绑架
ForbidKidnap_desc,No kidnaping.,ForbidKidnap_desc,没有绑架。
legacy_PartsAdder,Legacy parts adder,legacy_PartsAdder,遗留部件加法器
legacy_PartsAdder_desc,"Built-in parts distributor, it tries to guess what parts Vanilla and HAR races get based on their name, maybe still usefull if you dont have racesupport patches",legacy_PartsAdder_desc,内置的零件经销商，它会根据香草和 HAR 种族的名字来猜测它们的零件种类，如果你没有赛车支持区，可能仍然有用
override_lovin,Override vanilla lovin,override_lovin,覆盖香草迷
override_lovin_desc,Use casual sex instead of vanilla lovin,override_lovin_desc,用随意的性别而不是香草的爱
override_matin,Override vanilla matin,override_matin,覆盖香草日精
override_matin_desc,Use breeding instead of vanilla matin,override_matin_desc,用育种家代替香草日场
matin_crossbreed,Matin crossbreed,matin_crossbreed,日场杂交
matin_crossbreed_desc,"Animals with same animalType(Vanilla: Canines, Dryads) will be considered same species and can mate each other.",matin_crossbreed_desc,具有相同动物类型的动物 (香草: 犬科动物、树精) 将被视为相同的物种，可以相互交配。
WildMode_name,Wild mode,WildMode_name,野生模式
WildMode_desc,EXPERIMENTAL - DO NOT REPORT BUGS IF THIS IS ENABLED. \n\nNo rules for sex. Most limiting requirements are turned off. Enjoy the wildest side of Rimworld.,WildMode_desc,实验性-如果启用，请勿报告 bug。\ n 没有性别规则。大多数限制要求已关闭。享受边缘世界最狂野的一面。
HippieMode_name,Hippie mode,HippieMode_name,嬉皮模式
HippieMode_desc,EXPERIMENTAL - DO NOT REPORT BUGS IF THIS IS ENABLED. \n\nIgnore Relationships for casual hookups.,HippieMode_desc,实验性的-如果启用此选项，请勿报告 bug。
GenderlessAsFuta_name,GenderlessAsFuta,GenderlessAsFuta_name,性别自由
GenderlessAsFuta_desc,USEATYOUROWNRISK. \n\nGenderless Pawns will be set as Female and have both sets of genitals.,GenderlessAsFuta_desc,USEATYOUROWNRISK。\ n 没有性别的 Pawns 将被设置为女性，并同时拥有两套生殖器。
DevMode_name,Development mode,DevMode_name,开发者模式
DevMode_desc,Enables RimJobWorld logging and stuff. You don't usually want this enabled.,DevMode_desc,启用 RimJobWorld 日志之类的功能。你通常不希望启用此选项。
DebugLogJoinInBed,Debug log hookup search info,DebugLogJoinInBed,Debug 日志连接搜索信息
DebugLogJoinInBed_desc,Enables some very spamming debug logs to help find bugs in JoinInBed operations. \nOnly devs (or someone helping them find a bug) should enable this.,DebugLogJoinInBed_desc,启用一些垃圾邮件日志，以帮助在 joinbed 操作中发现错误。\ N 只有开发者 (或帮助他们发现 bug 的人) 应该启用此选项。
DebugRape,Debug log rape info,DebugRape,Debug 日志强奸信息
DebugRape_desc,Enables some very spamming debug logs to help find bugs in rape operations.\nOnly devs (or someone helping them find a bug) should enable this.,DebugRape_desc,启用一些非常垃圾的调试日志，以帮助在强奸行动中发现错误。\ n 只有开发者 (或帮助他们发现错误的人) 应该启用这个选项。
DebugInteraction,Debug log interaction info,DebugInteraction,调试日志交互信息
DebugInteraction_desc,Verbose mode for the interaction module.,DebugInteraction_desc,交互模块的详细模式。
DebugNymph,Debug log nymph info,DebugNymph,调试日志若虫信息
DebugNymph_desc,Verbose mode for the nymph module.,DebugNymph_desc,灵能模组的详细模式。
RJWSettingsTwo,RimJobWorld - Pregnancy Settings,RJWSettingsTwo,RimJobWorld-怀孕设置
UseVanillaPregnancy,Biotech DLC pregnancy,UseVanillaPregnancy,生物技术 DLC 怀孕
UseVanillaPregnancy_desc,Use Biotech DLC pregnancy for pregnancies involving a human female.,UseVanillaPregnancy_desc,将生物技术 DLC 妊娠用于涉及一名人类女性的妊娠。
RJWH_pregnancy,Enable humanlike pregnancies,RJWH_pregnancy,启用人类怀孕
RJWH_pregnancy_desc,"Enable pregnancy for human-on-human sex. If the Biotech DLC is not installed, RJW will use its own pregnancy system.",RJWH_pregnancy_desc,对人性别启用妊娠。如果未安装生物技术 DLC，RJW 将使用自己的妊娠系统。
PregnantCoeffecientForHuman,Human Pregnancy chances (%),PregnantCoeffecientForHuman,人类怀孕几率 (%)
PregnantCoeffecientForHuman_desc,Human pregnancy chances in percent.\n\nValid range: 0 - 100%,PregnantCoeffecientForHuman_desc,人类怀孕几率 (百分比)。\ n 有效范围: 0-100%
RJWB_pregnancy,Enable bestiality pregnancies,RJWB_pregnancy,允许怀孕
RJWB_pregnancy_desc,Use RJW pregnancy for human-animal pregnancies.,RJWB_pregnancy_desc,将 RJW 怀孕用于人兽间的妊娠。
PregnantCoeffecientForAnimals,Animal pregnancy chances (%),PregnantCoeffecientForAnimals,怀孕几率 (%)
PregnantCoeffecientForAnimals_desc,Animal pregnancy chances in percent.\n\nValid range: 0 - 100%,PregnantCoeffecientForAnimals_desc,动物怀孕几率 (百分比)。\ n 有效范围: 0-100%
InterspeciesImpregnantionModifier,Interspecies impregnation modifier (%),InterspeciesImpregnantionModifier,种间浸渍修改器 (%)
InterspeciesImpregnantionModifier_desc,"Interspecies impregnation modifier in percent. At 20% this cuts the normal chance to fifth of same-species, and so on.\n\nValid range: 0 - 100%",InterspeciesImpregnantionModifier_desc,种间浸渍修改器，单位百分比。20% 会将正常几率降低到同物种的第五名，等等。\ n 有效距离: 0-100%
UseParentMethod,DNA inheritance,UseParentMethod,基因遗传
UseParentMethod_desc,ON:Babies have random parent dna.\nOFF:Babies are like mothers.,UseParentMethod_desc,开启: 婴儿拥有随机的父母 dna。\ nOFF: 婴儿就像母亲一样。
OffspringLookLikeTheirMother,Humanlike DNA inheritance,OffspringLookLikeTheirMother,人类基因遗传
OffspringLookLikeTheirMother_desc,Governs humanlike pregnancies. \n100% means born babies will be of mothers race. \nAt 0% means born babies will be of father race.\n\nValid range: 0 - 100%,OffspringLookLikeTheirMother_desc,控制人类怀孕。\ n 100% 意味着婴儿将是母亲种族。\ N 0% 意味着出生的婴儿将是父亲种族。\ n 有效范围: 0-100%
OffspringIsHuman,Bestiality DNA inheritance (Mother/Father),OffspringIsHuman,兽性 DNA 遗传 (母亲/父亲)
OffspringIsHuman_desc,"Governs Humanlike-Animal and Animal-Animal pregnancies.\n100% means born babies will be of ""mother"" race. \nAt 0% means born babies will be of ""father"" race.\n\nValid range: 0 - 100%",OffspringIsHuman_desc,控制人类-动物和动物-动物的怀孕。\ n 100% 意味着婴儿将属于 “母亲” 种族。\ N 0% 意味着出生的婴儿将是 “父亲” 种族。\ n 有效范围: 0-100%
OffspringIsHuman2,Bestiality DNA inheritance (Human/Beast),OffspringIsHuman2,兽性 DNA 遗传 (人/兽)
OffspringIsHuman2_desc,Governs Humanlike-Animal pregnancies.\n\n left - born babies will be of beast race. \n\n right - born babies will be of humanlike race. \n\n anything else - use the Mother/Father logic,OffspringIsHuman2_desc,控制人类-动物的怀孕。\ n 左出生的婴儿将属于野兽种族。\ N 正确出生的婴儿将属于人类种族。\ N 其他任意事物-使用母亲/父亲的逻辑
RJWA_pregnancy,Enable animal pregnancies,RJWA_pregnancy,启用动物怀孕
RJWA_pregnancy_desc,Use RJW pregnancy for animal-animal pregnancies.,RJWA_pregnancy_desc,使用 RJW 怀孕 (用于动物间的妊娠)。
RJWA_pregnancy_notifications,Enable notifications for animal pregnancies,RJWA_pregnancy_notifications,启用动物怀孕通知
RJWA_pregnancy_notifications_desc,"Notifications will be sent for animal getting pregnant, contractions starting and healthy birth.\n\nThis can be noisy for colonies with a lot of ranching, where it is recommended to disable this setting. \n\nCritical notifications will be sent regardless of this setting",RJWA_pregnancy_notifications_desc,将发送动物怀孕、宫缩开始和健康出生的通知。\ n 这对于有大量牧场的殖民地来说可能会很吵，建议禁用此设置。\ N 无论如何设置，关键通知都将被发送。
RJWI_pregnancy,Enable egg pregnancies,RJWI_pregnancy,启用卵受精
RJWI_pregnancy_desc,Use RJW pregnancy for ovipositor egg pregnancies.,RJWI_pregnancy_desc,使用 “RJW 妊娠” 进行产卵妊娠。
egg_pregnancy_implant_anyone,Egg implanting filter,egg_pregnancy_implant_anyone,卵植入过滤器
egg_pregnancy_implant_anyone_desc,ON:Anyone with female ovipositor can implant eggs.\nOFF:Only predefined parent type can implant eggs.,egg_pregnancy_implant_anyone_desc,开启: 任何拥有雌性卵育者的人都可以植入卵。\ nOFF: 只有预定义的母体类型才能植入卵。
egg_pregnancy_fertilize_anyone,Egg fertilizing filter,egg_pregnancy_fertilize_anyone,卵受精过滤器
